database_name;docf;hidden_channels;num_layers;p_dropout;loss_function;version;loss_test;micro_test;acc_test;epoch_convergence
20ng;merge;100;2;0,2;fl;1;0,48447367548942566;0,7984890445967022;0,7989720159908623;291
20ng;merge;100;3;0,0;ce;1;0,7019233703613281;0,8018737557417426;0,8023986293546544;393
20ng;merge;100;3;0,0;fl;1;0,48080000281333923;0,7979700699708878;0,797829811536265;309
20ng;merge;100;3;0,2;ce;1;0,7724296450614929;0,80184372122477;0,8012564249000571;986
20ng;merge;100;3;0,2;fl;1;0,5148191452026367;0,8011006017458228;0,8018275271273558;893
20ng;merge;100;4;0,0;ce;1;0,7239788770675659;0,801651895692666;0,8018275271273558;387
20ng;merge;100;4;0,0;fl;1;0,4937877357006073;0,8005603329328129;0,8012564249000571;426
20ng;merge;100;4;0,2;ce;1;0,7570688724517822;0,8036582469244534;0,8041119360365505;877
20ng;merge;100;4;0,2;fl;1;0,5030878186225891;0,801878851245864;0,8023986293546544;467
bbc;None;20;2;0,0;ce;1;0,2874045968055725;0,9630269447515948;0,9629213483146067;285
bbc;None;20;2;0,0;fl;1;0,10383711755275726;0,9672859377711936;0,9674157303370786;702
bbc;None;20;2;0,2;ce;1;0,15944136679172516;0,9585763683304784;0,9584269662921349;936
bbc;None;20;2;0,2;fl;1;0,14568130671977997;0,938784428346269;0,9393258426966292;719
bbc;None;20;3;0,0;ce;1;0,27448391914367676;0,9318221876938362;0,9314606741573034;253
bbc;None;20;3;0,0;fl;1;0,07241354882717133;0,9640620211690685;0,9640449438202248;1484
bbc;None;20;3;0,2;ce;1;0,2361832708120346;0,9504937624394856;0,950561797752809;801
bbc;None;20;3;0,2;fl;1;0,12512072920799255;0,9527080975826953;0,952808988764045;1224
bbc;None;20;4;0,0;ce;1;0,23930306732654572;0,9290367990636641;0,9269662921348315;299
bbc;None;20;4;0,0;fl;1;0,14942693710327148;0,9365230223958567;0,9370786516853933;526
bbc;None;20;4;0,2;ce;1;0,3304491937160492;0,9416118437113868;0,9415730337078652;1435
bbc;None;20;4;0,2;fl;1;0,14778567850589752;0,9493120391093349;0,949438202247191;790
bbc;None;40;2;0,0;ce;1;0,5441053509712219;0,9696998991813058;0,9696629213483146;93
bbc;None;40;2;0,0;fl;1;0,08097584545612335;0,9685175697336866;0,9685393258426966;1499
bbc;None;40;2;0,2;ce;1;0,16430629789829254;0,9585471162396599;0,9584269662921349;746
bbc;None;40;2;0,2;fl;1;0,11665116250514984;0,9572536310611062;0,9573033707865168;369
bbc;None;40;3;0,0;ce;1;0,13573934137821198;0,9541729160870648;0,9539325842696629;1499
bbc;None;40;3;0,0;fl;1;0,21274489164352417;0,962907030495124;0,9629213483146067;83
bbc;None;40;3;0,2;ce;1;0,18735238909721375;0,9574056108048007;0,9573033707865168;1106
bbc;None;40;3;0,2;fl;1;0,08847813308238983;0,9629358812984399;0,9629213483146067;1336
bbc;None;40;4;0,0;ce;1;0,12486936897039413;0,9585518392444445;0,9584269662921349;1460
bbc;None;40;4;0,0;fl;1;0,07620043307542801;0,9607721882696465;0,9606741573033708;1499
bbc;None;40;4;0,2;ce;1;0,30254867672920227;0,940356546603713;0,9404494382022472;695
bbc;None;40;4;0,2;fl;1;0,1465720534324646;0,9494525764480486;0,949438202247191;588
bbc;None;100;2;0,0;ce;1;0,6907669305801392;0,9652555285271787;0,9651685393258427;44
bbc;None;100;2;0,0;fl;1;0,6226792335510254;0,9719121616269898;0,9719101123595506;30
bbc;None;100;2;0,2;ce;1;0,1331024467945099;0,9651675469424285;0,9651685393258427;1221
bbc;None;100;2;0,2;fl;1;0,08547176420688629;0,9730442258048254;0,9730337078651685;763
bbc;None;100;3;0,0;ce;1;0,11187702417373657;0,9595586854237574;0,9595505617977528;1499
bbc;None;100;3;0,0;fl;1;0,07380665093660355;0,9630085363381207;0,9629213483146067;1335
bbc;None;100;3;0,2;ce;1;0,1292216181755066;0,965151957203084;0,9651685393258427;925
bbc;None;100;3;0,2;fl;1;0,08338794857263565;0,9629120382145324;0,9629213483146067;511
bbc;None;100;4;0,0;ce;1;0,7565509676933289;0,9673575336364049;0,9674157303370786;23
bbc;None;100;4;0,0;fl;1;0,2851913869380951;0,9640626144875549;0,9640449438202248;26
bbc;None;100;4;0,2;ce;1;0,14823094010353088;0,966211776653979;0,9662921348314607;911
bbc;None;100;4;0,2;fl;1;0,0871947780251503;0,9639728263143432;0,9640449438202248;1193
bbc;merge;20;2;0,0;ce;1;0,09429409354925156;0,9752921765571003;0,9752808988764045;1446
bbc;merge;20;2;0,0;fl;1;0,062586709856987;0,9719087042146612;0,9719101123595506;1499
bbc;merge;20;2;0,2;ce;1;0,09626097977161407;0,9786388434870653;0,9786516853932584;1241
bbc;merge;20;2;0,2;fl;1;0,05716301500797272;0,9764043268790931;0,9764044943820225;1367
bbc;merge;20;3;0,0;ce;1;0,11753173917531967;0,9685989291269556;0,9685393258426966;801
bbc;merge;20;3;0,0;fl;1;0,06146346032619476;0,9752576368928166;0,9752808988764045;1499
bbc;merge;20;3;0,2;ce;1;0,1140781119465828;0,9763902251475034;0,9764044943820225;1292
bbc;merge;20;3;0,2;fl;1;0,066102534532547;0,9775440603273121;0,9775280898876404;1437
bbc;merge;20;4;0,0;ce;1;0,09411784261465073;0,976346110617655;0,9764044943820225;708
bbc;merge;20;4;0,0;fl;1;0,06713046133518219;0,9752463493313697;0,9752808988764045;1183
bbc;merge;20;4;0,2;ce;1;0,12456154823303223;0,9730244537638114;0,9730337078651685;1428
bbc;merge;20;4;0,2;fl;1;0,07498835027217865;0,9707245996867941;0,9707865168539326;1443
bbc;merge;40;2;0,0;ce;1;0,09432417899370193;0,9752921765571003;0,9752808988764045;1499
bbc;merge;40;2;0,0;fl;1;0,06397213041782379;0,9752833028835965;0,9752808988764045;1070
bbc;merge;40;2;0,2;ce;1;0,09989877790212631;0,9775167778934764;0,9775280898876404;1447
bbc;merge;40;2;0,2;fl;1;0,06144380196928978;0,9797612504874624;0,9797752808988764;1403
bbc;merge;40;3;0,0;ce;1;0,10296650230884552;0,9763409881684539;0,9764044943820225;1218
bbc;merge;40;3;0,0;fl;1;0,06806410104036331;0,9730319034673768;0,9730337078651685;223
bbc;merge;40;3;0,2;ce;1;0,08997372537851334;0,9796886184642263;0,9797752808988764;1064
bbc;merge;40;3;0,2;fl;1;0,05608193948864937;0,9786417397670798;0,9786516853932584;1251
bbc;merge;40;4;0,0;ce;1;0,10425806045532227;0,9731030510914983;0,9730337078651685;632
bbc;merge;40;4;0,0;fl;1;0,07128988206386566;0,9752236104305612;0,9752808988764045;891
bbc;merge;40;4;0,2;ce;1;0,09444581717252731;0,9796966320031738;0,9797752808988764;1326
bbc;merge;40;4;0,2;fl;1;0,06027675047516823;0,9763778115019713;0,9764044943820225;1399
bbc;merge;100;2;0,0;ce;1;0,09778107702732086;0,9752391268883414;0,9752808988764045;964
bbc;merge;100;2;0,0;fl;1;0,05918141081929207;0,9752833028835965;0,9752808988764045;637
bbc;merge;100;2;0,2;ce;1;0,09507236629724503;0,9796988923270067;0,9797752808988764;1309
bbc;merge;100;2;0,2;fl;1;0,06254755705595016;0,979754248696077;0,9797752808988764;1174
bbc;merge;100;3;0,0;ce;1;0,10625239461660385;0,9763431286255694;0,9764044943820225;604
bbc;merge;100;3;0,0;fl;1;0,07071373611688614;0,9752155748571001;0,9752808988764045;737
bbc;merge;100;3;0,2;ce;1;0,10160193592309952;0,979733942886586;0,9797752808988764;558
bbc;merge;100;3;0,2;fl;1;0,060219552367925644;0,9774475868905126;0,9775280898876404;1222
bbc;merge;100;4;0,0;ce;1;0,09546244889497757;0,9764036731477179;0,9764044943820225;191
bbc;merge;100;4;0,0;fl;1;0,0875706672668457;0,9763173319780593;0,9764044943820225;835
bbc;merge;100;4;0,2;ce;1;0,10145014524459839;0,9775011711094183;0,9775280898876404;903
bbc;merge;100;4;0,2;fl;1;0,06101849302649498;0,9785769685330131;0,9786516853932584;1002
classic4;None;20;2;0,0;ce;1;0,24476028978824615;0,9390041467267121;0,937984496124031;484
classic4;None;20;2;0,0;fl;1;0,16474078595638275;0,9244503181781075;0,923185341789993;1499
classic4;None;20;2;0,2;ce;1;0,35890993475914;0,9221892300915926;0,9210711768851304;1413
classic4;None;20;2;0,2;fl;1;0,27826693654060364;0,9037220371464453;0,9016913319238901;1339
classic4;None;20;3;0,0;ce;1;0,29560354351997375;0,909064611789374;0,9080338266384778;1499
classic4;None;20;3;0,0;fl;1;0,5684272646903992;0,9280950519320065;0,9263565891472868;83
classic4;None;20;3;0,2;ce;1;0,38852787017822266;0,9151029626902599;0,9143763213530656;482
classic4;None;20;3;0,2;fl;1;0,2587500512599945;0,9302904850628501;0,9298801973220577;1473
classic4;None;20;4;0,0;ce;1;0,2851382791996002;0,925798477782614;0,9238900634249472;135
classic4;None;20;4;0,0;fl;1;0,15060901641845703;0,9448636465662693;0,9443269908386187;214
classic4;None;20;4;0,2;ce;1;0,39540958404541016;0,9193665131908633;0,9182522903453136;298
classic4;None;20;4;0,2;fl;1;0,47595828771591187;0,8920513883402128;0,890415785764623;543
classic4;None;40;2;0,0;ce;1;0,7681140899658203;0,932709277672567;0,9312896405919662;69
classic4;None;40;2;0,0;fl;1;0,39724716544151306;0,9330272559823243;0,9312896405919662;74
classic4;None;40;2;0,2;ce;1;0,2996008098125458;0,9231111174210221;0,9224806201550387;1312
classic4;None;40;2;0,2;fl;1;0,18525430560112;0,917225761493736;0,9164904862579282;772
classic4;None;40;3;0,0;ce;1;0,7021944522857666;0,9340103315864492;0,9330514446793516;53
classic4;None;40;3;0,0;fl;1;0,14590835571289062;0,9401850309738751;0,9393939393939394;981
classic4;None;40;3;0,2;ce;1;0,2682294249534607;0,9316912386813031;0,9316420014094433;431
classic4;None;40;3;0,2;fl;1;0,24170978367328644;0,9279909519110747;0,9274136715997181;1291
classic4;None;40;4;0,0;ce;1;0,4236910343170166;0,9377235165021722;0,9362226920366455;57
classic4;None;40;4;0,0;fl;1;0,1906859129667282;0,9434442025734878;0,9429175475687104;68
classic4;None;40;4;0,2;ce;1;0,4991254210472107;0,9205010831457303;0,9203664552501761;826
classic4;None;40;4;0,2;fl;1;0,2726730704307556;0,9199905429565397;0,9193093727977449;1079
classic4;None;100;2;0,0;ce;1;0,36284399032592773;0,9427195034236873;0,9418604651162791;53
classic4;None;100;2;0,0;fl;1;0,13785649836063385;0,9417638341342707;0,9408033826638478;1438
classic4;None;100;2;0,2;ce;1;0,23760046064853668;0,937356405040498;0,9372797744890768;1297
classic4;None;100;2;0,2;fl;1;0,1751818209886551;0,9304142492249359;0,9291754756871036;127
classic4;None;100;3;0,0;ce;1;0,24189455807209015;0,9409175385582208;0,9400986610288936;275
classic4;None;100;3;0,0;fl;1;0,1392572820186615;0,9458642651844946;0,94538407329105;59
classic4;None;100;3;0,2;ce;1;0,305597186088562;0,9320009407060937;0,9312896405919662;896
classic4;None;100;3;0,2;fl;1;0,1682574301958084;0,9368328047155035;0,9365750528541226;423
classic4;None;100;4;0,0;ce;1;0,20173901319503784;0,9439997797091592;0,9436222692036645;41
classic4;None;100;4;0,0;fl;1;0,1462331861257553;0,9452698431081812;0,9446793516560958;104
classic4;None;100;4;0,2;ce;1;0,35465484857559204;0,9312173214614614;0,9302325581395349;917
classic4;None;100;4;0,2;fl;1;0,22452840209007263;0,9239017955580187;0,923185341789993;912
classic4;merge;20;2;0,0;ce;1;0,15626999735832214;0,9548790612321812;0,9545454545454546;1151
classic4;merge;20;2;0,0;fl;1;0,08184714615345001;0,9548997470337228;0,9545454545454546;1499
classic4;merge;20;2;0,2;ce;1;0,16834498941898346;0,9531432576120847;0,952783650458069;1439
classic4;merge;20;2;0,2;fl;1;0,100617915391922;0,9484804084521458;0,9482029598308668;1471
classic4;merge;20;3;0,0;ce;1;0,14221622049808502;0,9587300853724895;0,9584214235377027;934
classic4;merge;20;3;0,0;fl;1;0,08313196152448654;0,9556186030754886;0,9552501761804087;777
classic4;merge;20;3;0,2;ce;1;0,16948993504047394;0,9526628063416193;0,952431289640592;1469
classic4;merge;20;3;0,2;fl;1;0,08999975770711899;0,9509055797032719;0,9506694855532065;1417
classic4;merge;20;4;0,0;ce;1;0,14886869490146637;0,9573253101009223;0,9570119802677942;608
classic4;merge;20;4;0,0;fl;1;0,08224685490131378;0,956349064050627;0,9559548978153629;1044
classic4;merge;20;4;0,2;ce;1;0,1573542207479477;0,9529681681865894;0,952783650458069;1175
classic4;merge;20;4;0,2;fl;1;0,09510597586631775;0,9524985275350074;0,9520789288231148;1342
classic4;merge;40;2;0,0;ce;1;0,1481323391199112;0,9560707166285699;0,9556025369978859;1095
classic4;merge;40;2;0,0;fl;1;0,08085602521896362;0,9571099683588585;0,9566596194503171;1064
classic4;merge;40;2;0,2;ce;1;0,15612244606018066;0,9545229722203872;0,9541930937279774;1321
classic4;merge;40;2;0,2;fl;1;0,09046713262796402;0,9538083737402535;0,9534883720930233;884
classic4;merge;40;3;0,0;ce;1;0,1431194543838501;0,9570422905652236;0,9566596194503171;628
classic4;merge;40;3;0,0;fl;1;0,07885333895683289;0,9563050750213957;0,9559548978153629;630
classic4;merge;40;3;0,2;ce;1;0,16153346002101898;0,9549200718530747;0,9545454545454546;1106
classic4;merge;40;3;0,2;fl;1;0,08380931615829468;0,9550613748013771;0,9548978153629316;1078
classic4;merge;40;4;0,0;ce;1;0,14523780345916748;0,9562023022002105;0,9559548978153629;542
classic4;merge;40;4;0,0;fl;1;0,0819445252418518;0,9552011986885336;0,9548978153629316;395
classic4;merge;40;4;0,2;ce;1;0,15112155675888062;0,9536981310977797;0,9534883720930233;929
classic4;merge;40;4;0,2;fl;1;0,08686815947294235;0,9557306143201346;0,9556025369978859;912
classic4;merge;100;2;0,0;ce;1;0,14113564789295197;0,9577296081633496;0,9573643410852714;748
classic4;merge;100;2;0,0;fl;1;0,08233840763568878;0,9574350993639678;0,9570119802677942;650
classic4;merge;100;2;0,2;ce;1;0,1569277048110962;0,956209574905316;0,9559548978153629;740
classic4;merge;100;2;0,2;fl;1;0,08584999293088913;0,9551669840478474;0,9548978153629316;668
classic4;merge;100;3;0,0;ce;1;0,14429543912410736;0,9586917151742489;0,9584214235377027;470
classic4;merge;100;3;0,0;fl;1;0,08301729708909988;0,9569987274237859;0,9566596194503171;419
classic4;merge;100;3;0,2;ce;1;0,14805428683757782;0,9565703183449168;0,95630725863284;445
classic4;merge;100;3;0,2;fl;1;0,08239126950502396;0,9575878574360687;0,9573643410852714;421
classic4;merge;100;4;0,0;ce;1;0,14484938979148865;0,9586620970811344;0,9584214235377027;502
classic4;merge;100;4;0,0;fl;1;0,08238410204648972;0,9561932708324897;0,9559548978153629;270
classic4;merge;100;4;0,2;ce;1;0,14679405093193054;0,9572379580352245;0,9570119802677942;538
classic4;merge;100;4;0,2;fl;1;0,08247806876897812;0,9583098125468373;0,9580690627202255;343
nsf;None;20;2;0,0;ce;1;0,6926653981208801;0,8878377511353686;0,8880540946656649;118
nsf;None;20;2;0,0;fl;1;0,34098556637763977;0,8924261308084154;0,8925619834710744;159
nsf;None;20;2;0,2;ce;1;0,5191216468811035;0,8774036844397098;0,8767843726521413;543
nsf;None;20;2;0,2;fl;1;0,4863758087158203;0,8755368904084299;0,8752817430503381;1245
nsf;None;20;3;0,0;ce;1;0,5104362368583679;0,8829039606875151;0,8827948910593538;395
nsf;None;20;3;0,0;fl;1;0,27953580021858215;0,8770377667490082;0,8775356874530428;100
nsf;None;20;3;0,2;ce;1;0,7492865920066833;0,8828144896925815;0,8827948910593538;737
nsf;None;20;3;0,2;fl;1;0,5024515986442566;0,8753635813846431;0,8752817430503381;695
nsf;None;20;4;0,0;ce;1;0,4323101341724396;0,8805614262665341;0,8805409466566492;99
nsf;None;20;4;0,0;fl;1;0,35188552737236023;0,8755115225873761;0,8752817430503381;106
nsf;None;20;4;0,2;ce;1;1,0459531545639038;0,8743753913771141;0,8745304282494365;690
nsf;None;20;4;0,2;fl;1;0,8021858334541321;0,8519705902716503;0,8512396694214877;731
nsf;None;40;2;0,0;ce;1;0,5857356786727905;0,892179897499356;0,8918106686701728;71
nsf;None;40;2;0,0;fl;1;0,4165359139442444;0,892588907866022;0,8925619834710744;71
nsf;None;40;2;0,2;ce;1;0,5385182499885559;0,8813020358874746;0,8812922614575507;81
nsf;None;40;2;0,2;fl;1;0,289473295211792;0,8846619441121281;0,8842975206611571;214
nsf;None;40;3;0,0;ce;1;0,58221834897995;0,8947069078949161;0,8948159278737791;58
nsf;None;40;3;0,0;fl;1;0,26686662435531616;0,89036608232212;0,8903080390683696;67
nsf;None;40;3;0,2;ce;1;0,6435935497283936;0,8823355849155043;0,8820435762584523;317
nsf;None;40;3;0,2;fl;1;0,4041048288345337;0,8779371101398026;0,8775356874530428;266
nsf;None;40;4;0,0;ce;1;0,7767354249954224;0,8936795157107281;0,8940646130728775;37
nsf;None;40;4;0,0;fl;1;0,3506556749343872;0,8898335893092311;0,8895567242674681;50
nsf;None;40;4;0,2;ce;1;0,9993904829025269;0,881947484991171;0,8820435762584523;850
nsf;None;40;4;0,2;fl;1;0,5031276345252991;0,8807946983692421;0,8805409466566492;311
nsf;None;100;2;0,0;ce;1;0,5634602904319763;0,8903796168566662;0,8903080390683696;37
nsf;None;100;2;0,0;fl;1;0,5091909170150757;0,8879108993289472;0,8880540946656649;25
nsf;None;100;2;0,2;ce;1;0,44861072301864624;0,8860547116291144;0,8858001502629602;44
nsf;None;100;2;0,2;fl;1;0,2906555235385895;0,8906331733273753;0,8903080390683696;45
nsf;None;100;3;0,0;ce;1;0,5456768870353699;0,8922802959600514;0,8925619834710744;25
nsf;None;100;3;0,0;fl;1;0,34396085143089294;0,8888180592363503;0,8888054094665665;23
nsf;None;100;3;0,2;ce;1;0,4758988320827484;0,8895948742814143;0,8895567242674681;25
nsf;None;100;3;0,2;fl;1;0,2860919237136841;0,8815746151103366;0,8812922614575507;42
nsf;None;100;4;0,0;ce;1;0,5736702680587769;0,8916445001767177;0,8918106686701728;17
